date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:45:09	11280/11280	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2019:15:09%20GMT	https://csr.live/faq	%1d/csrlive/csr.live/faq.html	(from https://csr.live/exchange)
00:45:10	6027/6027	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Jul%202021%2019:15:10%20GMT	https://csr.live/{href}	%1d/csrlive/csr.live/{href}.5d.delayed	(from https://csr.live/exchange)
00:45:11	6027/6027	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Jul%202021%2019:15:11%20GMT	https://csr.live/{web}	%1d/csrlive/csr.live/{web}.5e.delayed	(from https://csr.live/exchange)
00:45:11	5101/5101	---MC-	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Jul%202021%2019:15:11%20GMT	https://csr.live/images/csr-live-logo-1.svg	%1d/csrlive/csr.live/images/csr-live-logo-1.svg	(from https://csr.live/exchange)
00:45:12	6027/6027	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Jul%202021%2019:15:12%20GMT	https://csr.live/how-it-works	%1d/csrlive/csr.live/how-it-works.60.delayed	(from https://csr.live/exchange)
00:45:14	219207/219207	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:13%20GMT	https://csr.live/assets/8/8f271511da/50cf70c6/jquery.inputmask.bundle.js	%1d/csrlive/csr.live/assets/8/8f271511da/50cf70c6/jquery.inputmask.bundle.js	(from https://csr.live/exchange)
00:45:15	520714/520714	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:14%20GMT	https://csr.live/assets/8/8f271511da/716830f5/jquery-ui.js	%1d/csrlive/csr.live/assets/8/8f271511da/716830f5/jquery-ui.js	(from https://csr.live/exchange)
00:45:16	75484/75484	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:15%20GMT	https://csr.live/assets/8/8f271511da/f4b899c7/js/bootstrap.js	%1d/csrlive/csr.live/assets/8/8f271511da/f4b899c7/js/bootstrap.js	(from https://csr.live/exchange)
00:45:17	140466/140466	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:16%20GMT	https://csr.live/assets/8/8f271511da/a7770793/js/dist/web3.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/a7770793/js/dist/web3.min.js	(from https://csr.live/exchange)
00:45:18	9017/9017	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:17%20GMT	https://csr.live/assets/8/8f271511da/a7770793/js/dist/sha256.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/a7770793/js/dist/sha256.min.js	(from https://csr.live/exchange)
00:45:21	14827/14827	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:21%20GMT	https://csr.live/assets/8/8f271511da/a7770793/js/dist/dex.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/a7770793/js/dist/dex.min.js	(from https://csr.live/exchange)
00:45:21	646253/646253	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:19%20GMT	https://csr.live/assets/8/8f271511da/a7770793/js/dist/keythereum.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/a7770793/js/dist/keythereum.min.js	(from https://csr.live/exchange)
00:45:22	2201830/2201830	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:18%20GMT	https://csr.live/assets/8/8f271511da/a7770793/js/dist/ethereumjs.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/a7770793/js/dist/ethereumjs.min.js	(from https://csr.live/exchange)
00:45:22	15994/15994	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:22%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/js-dist/bootstrap.offcanvas.js	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/js-dist/bootstrap.offcanvas.js	(from https://csr.live/exchange)
00:45:24	494876/494876	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:23%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/js-dist/numbro.js	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/js-dist/numbro.js	(from https://csr.live/exchange)
00:45:24	326657/326657	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:23%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/js-dist/moment.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/js-dist/moment.min.js	(from https://csr.live/exchange)
00:45:25	2860/2860	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:24%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/js-dist/moment-round.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/js-dist/moment-round.min.js	(from https://csr.live/exchange)
00:45:26	1391/1391	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:25%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/js-dist/dynamic-form.js	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/js-dist/dynamic-form.js	(from https://csr.live/exchange)
00:45:27	38436/38436	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:26%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/js-dist/mobile-detect.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/js-dist/mobile-detect.min.js	(from https://csr.live/exchange)
00:45:28	232817/232817	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:27%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/js-dist/dex-all.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/js-dist/dex-all.min.js	(from https://csr.live/exchange)
00:45:29	2824/2824	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:28%20GMT	https://csr.live/assets/8/8f271511da/e86f405a/js/console.js	%1d/csrlive/csr.live/assets/8/8f271511da/e86f405a/js/console.js	(from https://csr.live/exchange)
00:45:30	807/807	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:29%20GMT	https://csr.live/assets/8/8f271511da/2de337b0/css/example.wink.css	%1d/csrlive/csr.live/assets/8/8f271511da/2de337b0/css/example.wink.css	(from https://csr.live/sign-up)
00:45:31	29135/29135	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:30%20GMT	https://csr.live/assets/8/8f271511da/6c976d13/css/font-awesome.min.css	%1d/csrlive/csr.live/assets/8/8f271511da/6c976d13/css/font-awesome.min.css	(from https://csr.live/sign-up)
00:45:32	70842/70842	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:31%20GMT	https://csr.live/assets/8/8f271511da/6c976d13/css/material-design-iconic-font.min.css	%1d/csrlive/csr.live/assets/8/8f271511da/6c976d13/css/material-design-iconic-font.min.css	(from https://csr.live/sign-up)
00:45:33	52789/52789	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:32%20GMT	https://csr.live/assets/8/8f271511da/6c976d13/css/animate.min.css	%1d/csrlive/csr.live/assets/8/8f271511da/6c976d13/css/animate.min.css	(from https://csr.live/sign-up)
00:45:34	153116/153116	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:33%20GMT	https://csr.live/assets/8/8f271511da/6c976d13/css/csrlive-bootstrap.css	%1d/csrlive/csr.live/assets/8/8f271511da/6c976d13/css/csrlive-bootstrap.css	(from https://csr.live/sign-up)
00:45:35	82727/82727	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:34%20GMT	https://csr.live/assets/8/8f271511da/6c976d13/css/csrlive-core.css	%1d/csrlive/csr.live/assets/8/8f271511da/6c976d13/css/csrlive-core.css	(from https://csr.live/sign-up)
00:45:36	13813/13813	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:35%20GMT	https://csr.live/assets/8/8f271511da/6c976d13/css/csrlive-misc.css	%1d/csrlive/csr.live/assets/8/8f271511da/6c976d13/css/csrlive-misc.css	(from https://csr.live/sign-up)
00:45:37	1804/1804	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:36%20GMT	https://csr.live/assets/8/8f271511da/6c976d13/css/footer_style.css	%1d/csrlive/csr.live/assets/8/8f271511da/6c976d13/css/footer_style.css	(from https://csr.live/sign-up)
00:45:38	5124/5124	---MC-	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Jul%202021%2019:15:37%20GMT	https://csr.live/images/csr-live-logo-2.svg	%1d/csrlive/csr.live/images/csr-live-logo-2.svg	(from https://csr.live/sign-up)
00:45:39	5651/5651	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:38%20GMT	https://csr.live/assets/8/8f271511da/2de337b0/vendor/modernizr.custom.js	%1d/csrlive/csr.live/assets/8/8f271511da/2de337b0/vendor/modernizr.custom.js	(from https://csr.live/sign-up)
00:45:40	14858/14858	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:39%20GMT	https://csr.live/assets/8/8f271511da/2de337b0/hideShowPassword.js	%1d/csrlive/csr.live/assets/8/8f271511da/2de337b0/hideShowPassword.js	(from https://csr.live/sign-up)
00:45:41	36611/36611	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:40%20GMT	https://csr.live/assets/8/8f271511da/f91ab1e1/yii.activeForm.js	%1d/csrlive/csr.live/assets/8/8f271511da/f91ab1e1/yii.activeForm.js	(from https://csr.live/sign-up)
00:45:42	8266/8266	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2019:15:41%20GMT	https://csr.live/forgot-password	%1d/csrlive/csr.live/forgot-password.html	(from https://csr.live/login)
00:45:43	14966/14966	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:42%20GMT	https://csr.live/assets/8/8f271511da/8d2679be/css/select2.min.css	%1d/csrlive/csr.live/assets/8/8f271511da/8d2679be/css/select2.min.css	(from https://csr.live/support)
00:45:44	880/880	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:43%20GMT	https://csr.live/assets/8/8f271511da/d648a334/css/select2-addl.min.css	%1d/csrlive/csr.live/assets/8/8f271511da/d648a334/css/select2-addl.min.css	(from https://csr.live/support)
00:45:45	17925/17925	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:44%20GMT	https://csr.live/assets/8/8f271511da/d648a334/css/select2-krajee.min.css	%1d/csrlive/csr.live/assets/8/8f271511da/d648a334/css/select2-krajee.min.css	(from https://csr.live/support)
00:45:46	724/724	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:45%20GMT	https://csr.live/assets/8/8f271511da/8a6a08f6/css/kv-widgets.min.css	%1d/csrlive/csr.live/assets/8/8f271511da/8a6a08f6/css/kv-widgets.min.css	(from https://csr.live/support)
00:45:47	9246/9246	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:15:46%20GMT	https://csr.live/assets/8/8f271511da/4f4d7284/css/fileinput.min.css	%1d/csrlive/csr.live/assets/8/8f271511da/4f4d7284/css/fileinput.min.css	(from https://csr.live/support)
00:45:48	79212/79212	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:47%20GMT	https://csr.live/assets/8/8f271511da/8d2679be/js/select2.full.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/8d2679be/js/select2.full.min.js	(from https://csr.live/support)
00:45:49	3763/3763	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:48%20GMT	https://csr.live/assets/8/8f271511da/d648a334/js/select2-krajee.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/d648a334/js/select2-krajee.min.js	(from https://csr.live/support)
00:45:50	671/671	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:50%20GMT	https://csr.live/assets/8/8f271511da/8a6a08f6/js/kv-widgets.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/8a6a08f6/js/kv-widgets.min.js	(from https://csr.live/support)
00:45:51	29919/29919	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:51%20GMT	https://csr.live/assets/8/8f271511da/4f4d7284/js/plugins/piexif.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/4f4d7284/js/plugins/piexif.min.js	(from https://csr.live/support)
00:45:52	42997/42997	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:52%20GMT	https://csr.live/assets/8/8f271511da/4f4d7284/js/plugins/sortable.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/4f4d7284/js/plugins/sortable.min.js	(from https://csr.live/support)
00:45:53	126170/126170	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:53%20GMT	https://csr.live/assets/8/8f271511da/4f4d7284/js/fileinput.min.js	%1d/csrlive/csr.live/assets/8/8f271511da/4f4d7284/js/fileinput.min.js	(from https://csr.live/support)
00:45:54	16405/16405	---MC-	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2019:15:53%20GMT	https://csr.live/assets/8/8f271511da/f91ab1e1/yii.validation.js	%1d/csrlive/csr.live/assets/8/8f271511da/f91ab1e1/yii.validation.js	(from https://csr.live/support)
00:45:55	20127/20127	---MC-	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20Jul%202021%2019:15:55%20GMT	https://csr.live/assets/8/8f271511da/f4b899c7/fonts/glyphicons-halflings-regular.eot	%1d/csrlive/csr.live/assets/8/8f271511da/f4b899c7/fonts/glyphicons-halflings-regular.eot	(from https://csr.live/assets/8/8f271511da/f4b899c7/css/bootstrap.css)
00:45:56	20127/20127	---MC-	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20Jul%202021%2019:15:55%20GMT	https://csr.live/assets/8/8f271511da/f4b899c7/fonts/glyphicons-halflings-regular.eot?	%1d/csrlive/csr.live/assets/8/8f271511da/f4b899c7/fonts/glyphicons-halflings-regulard41d.eot	(from https://csr.live/assets/8/8f271511da/f4b899c7/css/bootstrap.css)
00:45:57	18028/18028	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2019:15:56%20GMT	https://csr.live/assets/8/8f271511da/f4b899c7/fonts/glyphicons-halflings-regular.woff2	%1d/csrlive/csr.live/assets/8/8f271511da/f4b899c7/fonts/glyphicons-halflings-regular.html	(from https://csr.live/assets/8/8f271511da/f4b899c7/css/bootstrap.css)
00:45:58	23424/23424	---MC-	200	added ('OK')	application/font-woff	date:Thu,%2022%20Jul%202021%2019:15:57%20GMT	https://csr.live/assets/8/8f271511da/f4b899c7/fonts/glyphicons-halflings-regular.woff	%1d/csrlive/csr.live/assets/8/8f271511da/f4b899c7/fonts/glyphicons-halflings-regular.woff	(from https://csr.live/assets/8/8f271511da/f4b899c7/css/bootstrap.css)
00:45:59	45404/45404	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2019:15:58%20GMT	https://csr.live/assets/8/8f271511da/f4b899c7/fonts/glyphicons-halflings-regular.ttf	%1d/csrlive/csr.live/assets/8/8f271511da/f4b899c7/fonts/glyphicons-halflings-regular-2.html	(from https://csr.live/assets/8/8f271511da/f4b899c7/css/bootstrap.css)
00:46:01	325/325	---MC-	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2019:16:00%20GMT	https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	%1d/csrlive/csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	(from https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/jquery-ui.css)
00:46:01	108738/108738	---MC-	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Jul%202021%2019:15:59%20GMT	https://csr.live/assets/8/8f271511da/f4b899c7/fonts/glyphicons-halflings-regular.svg	%1d/csrlive/csr.live/assets/8/8f271511da/f4b899c7/fonts/glyphicons-halflings-regular.svg	(from https://csr.live/assets/8/8f271511da/f4b899c7/css/bootstrap.css)
00:46:02	324/324	---MC-	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2019:16:01%20GMT	https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	%1d/csrlive/csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	(from https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/jquery-ui.css)
00:46:03	323/323	---MC-	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2019:16:02%20GMT	https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-bg_glass_75_dadada_1x400.png	%1d/csrlive/csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-bg_glass_75_dadada_1x400.png	(from https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/jquery-ui.css)
00:46:04	265/265	---MC-	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2019:16:03%20GMT	https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	%1d/csrlive/csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	(from https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/jquery-ui.css)
00:46:05	393/393	---MC-	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2019:16:04%20GMT	https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	%1d/csrlive/csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	(from https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/jquery-ui.css)
00:46:06	390/390	---MC-	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2019:16:05%20GMT	https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	%1d/csrlive/csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/jquery-ui.css)
00:46:07	7025/7025	---MC-	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2019:16:06%20GMT	https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-icons_222222_256x240.png	%1d/csrlive/csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-icons_222222_256x240.png	(from https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/jquery-ui.css)
00:46:08	7090/7090	---MC-	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2019:16:07%20GMT	https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-icons_454545_256x240.png	%1d/csrlive/csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-icons_454545_256x240.png	(from https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/jquery-ui.css)
00:46:09	4676/4676	---MC-	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2019:16:08%20GMT	https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-icons_2e83ff_256x240.png	%1d/csrlive/csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-icons_2e83ff_256x240.png	(from https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/jquery-ui.css)
00:46:10	4676/4676	---MC-	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2019:16:09%20GMT	https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-icons_cd0a0a_256x240.png	%1d/csrlive/csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-icons_cd0a0a_256x240.png	(from https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/jquery-ui.css)
00:46:11	7111/7111	---MC-	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2019:16:10%20GMT	https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-icons_888888_256x240.png	%1d/csrlive/csr.live/assets/8/8f271511da/716830f5/themes/smoothness/images/ui-icons_888888_256x240.png	(from https://csr.live/assets/8/8f271511da/716830f5/themes/smoothness/jquery-ui.css)
00:46:12	6027/6027	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Jul%202021%2019:16:12%20GMT	https://csr.live/images/bg-box-right.jpg	%1d/csrlive/csr.live/images/bg-box-right.9b.delayed	(from https://csr.live/assets/8/8f271511da/dcbd5331/css/dex_v2.css)
00:46:12	210/210	---MC-	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2019:16:12%20GMT	https://csr.live/images/trade_w.png	%1d/csrlive/csr.live/images/trade_w.png	(from https://csr.live/assets/8/8f271511da/dcbd5331/css/dex_v2.css)
00:46:14	3583/3583	---MC-	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Jul%202021%2019:16:13%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/images/loading.svg	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/images/loading.svg	(from https://csr.live/assets/8/8f271511da/dcbd5331/css/dex_v2.css)
00:46:15	983/983	---MC-	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Jul%202021%2019:16:14%20GMT	https://csr.live/images/candlestick.svg	%1d/csrlive/csr.live/images/candlestick.svg	(from https://csr.live/assets/8/8f271511da/dcbd5331/css/dex_v2.css)
00:46:16	2338/2338	---MC-	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Jul%202021%2019:16:15%20GMT	https://csr.live/images/line.svg	%1d/csrlive/csr.live/images/line.svg	(from https://csr.live/assets/8/8f271511da/dcbd5331/css/dex_v2.css)
00:46:17	38384/38384	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2019:16:16%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/fonts/material/Material-Design-Iconic-Font.woff2?v=2.2.0	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/fonts/material/Material-Design-Iconic-Fontd1f1.html	(from https://csr.live/assets/8/8f271511da/dcbd5331/css/material-design-iconic-font.min.css)
00:46:18	50312/50312	---MC-	200	added ('OK')	application/font-woff	date:Thu,%2022%20Jul%202021%2019:16:17%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/fonts/material/Material-Design-Iconic-Font.woff?v=2.2.0	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/fonts/material/Material-Design-Iconic-Fontd1f1.woff	(from https://csr.live/assets/8/8f271511da/dcbd5331/css/material-design-iconic-font.min.css)
00:46:19	99212/99212	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2019:16:18%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/fonts/material/Material-Design-Iconic-Font.ttf?v=2.2.0	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/fonts/material/Material-Design-Iconic-Fontd1f1-2.html	(from https://csr.live/assets/8/8f271511da/dcbd5331/css/material-design-iconic-font.min.css)
00:46:21	120724/120724	---MC-	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20Jul%202021%2019:16:19%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/fonts/ionicons/ionicons.eot?v=2.0.0	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/fonts/ionicons/ionicons28b5.eot	(from https://csr.live/assets/8/8f271511da/dcbd5331/css/ionicons.css)
00:46:22	188508/188508	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2019:16:20%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/fonts/ionicons/ionicons.ttf?v=2.0.0	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/fonts/ionicons/ionicons28b5.html	(from https://csr.live/assets/8/8f271511da/dcbd5331/css/ionicons.css)
00:46:22	67904/67904	---MC-	200	added ('OK')	application/font-woff	date:Thu,%2022%20Jul%202021%2019:16:21%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/fonts/ionicons/ionicons.woff?v=2.0.0	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/fonts/ionicons/ionicons28b5.woff	(from https://csr.live/assets/8/8f271511da/dcbd5331/css/ionicons.css)
00:46:24	130/130	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:16:23%20GMT	https://csr.live/assets/8/8f271511da/b08a0e55/css/main.css	%1d/csrlive/csr.live/assets/8/8f271511da/b08a0e55/css/main.css	(from https://csr.live/addresses?_pjax=%23user-account-pjax&sort=-created_at)
00:46:25	11341/11341	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:16:24%20GMT	https://csr.live/assets/8/8f271511da/56be94fa/css/kv-grid.min.css	%1d/csrlive/csr.live/assets/8/8f271511da/56be94fa/css/kv-grid.min.css	(from https://csr.live/addresses?_pjax=%23user-account-pjax&sort=-created_at)
00:46:25	333834/333834	---MC-	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Jul%202021%2019:16:22%20GMT	https://csr.live/assets/8/8f271511da/dcbd5331/fonts/ionicons/ionicons.svg?v=2.0.0	%1d/csrlive/csr.live/assets/8/8f271511da/dcbd5331/fonts/ionicons/ionicons28b5.svg	(from https://csr.live/assets/8/8f271511da/dcbd5331/css/ionicons.css)
00:46:26	2254/2254	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:16:25%20GMT	https://csr.live/assets/8/8f271511da/ee9948fc/css/bootstrap-dialog-bs3.min.css	%1d/csrlive/csr.live/assets/8/8f271511da/ee9948fc/css/bootstrap-dialog-bs3.min.css	(from https://csr.live/addresses?_pjax=%23user-account-pjax&sort=-created_at)
00:46:27	263/263	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:16:26%20GMT	https://csr.live/assets/8/8f271511da/56be94fa/css/jquery.resizableColumns.min.css	%1d/csrlive/csr.live/assets/8/8f271511da/56be94fa/css/jquery.resizableColumns.min.css	(from https://csr.live/addresses?_pjax=%23user-account-pjax&sort=-created_at)
00:46:28	35189/35189	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:16:27%20GMT	https://csr.live/assets/8/8f271511da/6c976d13/css/font-awesome.css	%1d/csrlive/csr.live/assets/8/8f271511da/6c976d13/css/font-awesome.css	(from https://csr.live/addresses?_pjax=%23user-account-pjax&sort=-created_at)
00:46:29	5899/5899	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:16:28%20GMT	https://csr.live/assets/8/8f271511da/6c976d13/css/perfect-scrollbar.css	%1d/csrlive/csr.live/assets/8/8f271511da/6c976d13/css/perfect-scrollbar.css	(from https://csr.live/addresses?_pjax=%23user-account-pjax&sort=-created_at)
00:46:30	682/682	---MC-	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2019:16:29%20GMT	https://csr.live/assets/8/8f271511da/6c976d13/css/switchery.min.css	%1d/csrlive/csr.live/assets/8/8f271511da/6c976d13/css/switchery.min.css	(from https://csr.live/addresses?_pjax=%23user-account-pjax&sort=-created_at)
